"subject" "problem" "trial" "choice" "condition" "pHa" "La" "Hb" "pHb" "Lb" "LotNum"
"22181" 74 53 18 1 "ByFB" 1 28 42 0.75 -22 1
"22241" 74 53 19 0 "ByFB" 1 28 42 0.75 -22 1
"22187" 74 53 20 1 "ByFB" 1 28 42 0.75 -22 1
"22146" 74 53 21 1 "ByFB" 1 28 42 0.75 -22 1
"22147" 74 53 22 1 "ByFB" 1 28 42 0.75 -22 1
"22232" 74 53 23 0 "ByFB" 1 28 42 0.75 -22 1
"22151" 74 53 24 0 "ByFB" 1 28 42 0.75 -22 1
"22150" 74 53 25 1 "ByFB" 1 28 42 0.75 -22 1
"24010" 74 54 1 0 "ByFB" 1 18 64 0.5 -33 1
"24011" 74 54 2 1 "ByFB" 1 18 64 0.5 -33 1
"24012" 74 54 3 1 "ByFB" 1 18 64 0.5 -33 1
"24013" 74 54 4 0 "ByFB" 1 18 64 0.5 -33 1
"24014" 74 54 5 0 "ByFB" 1 18 64 0.5 -33 1
"24015" 74 54 6 1 "ByFB" 1 18 64 0.5 -33 1
"24016" 74 54 7 1 "ByFB" 1 18 64 0.5 -33 1
"24017" 74 54 8 1 "ByFB" 1 18 64 0.5 -33 1
"24018" 74 54 9 1 "ByFB" 1 18 64 0.5 -33 1
"23898" 74 54 10 1 "ByFB" 1 18 64 0.5 -33 1
"24020" 74 54 11 1 "ByFB" 1 18 64 0.5 -33 1
"24021" 74 54 12 1 "ByFB" 1 18 64 0.5 -33 1
"24022" 74 54 13 1 "ByFB" 1 18 64 0.5 -33 1
"23902" 74 54 14 0 "ByFB" 1 18 64 0.5 -33 1
"23903" 74 54 15 0 "ByFB" 1 18 64 0.5 -33 1
"24025" 74 54 16 1 "ByFB" 1 18 64 0.5 -33 1
"24027" 74 54 17 1 "ByFB" 1 18 64 0.5 -33 1
"24028" 74 54 18 0 "ByFB" 1 18 64 0.5 -33 1
"24029" 74 54 19 0 "ByFB" 1 18 64 0.5 -33 1
"24030" 74 54 20 0 "ByFB" 1 18 64 0.5 -33 1
"24114" 74 54 21 0 "ByFB" 1 18 64 0.5 -33 1
"24250" 74 54 22 0 "ByFB" 1 18 64 0.5 -33 1
"24238" 74 54 23 0 "ByFB" 1 18 64 0.5 -33 1
"24159" 74 54 24 1 "ByFB" 1 18 64 0.5 -33 1
"24158" 74 54 25 0 "ByFB" 1 18 64 0.5 -33 1
"25857" 74 56 1 1 "ByFB" 1 -8 -5 0.99 -34 1
"25858" 74 56 2 1 "ByFB" 1 -8 -5 0.99 -34 1
"25859" 74 56 3 1 "ByFB" 1 -8 -5 0.99 -34 1
"25860" 74 56 4 1 "ByFB" 1 -8 -5 0.99 -34 1
"25861" 74 56 5 0 "ByFB" 1 -8 -5 0.99 -34 1
"25862" 74 56 6 0 "ByFB" 1 -8 -5 0.99 -34 1
"25863" 74 56 7 1 "ByFB" 1 -8 -5 0.99 -34 1
"25864" 74 56 8 1 "ByFB" 1 -8 -5 0.99 -34 1
"25865" 74 56 9 1 "ByFB" 1 -8 -5 0.99 -34 1
"25866" 74 56 10 1 "ByFB" 1 -8 -5 0.99 -34 1
"25867" 74 56 11 1 "ByFB" 1 -8 -5 0.99 -34 1
"25868" 74 56 12 1 "ByFB" 1 -8 -5 0.99 -34 1
"26112" 74 56 13 1 "ByFB" 1 -8 -5 0.99 -34 1
"26113" 74 56 14 1 "ByFB" 1 -8 -5 0.99 -34 1
"26235" 74 56 15 1 "ByFB" 1 -8 -5 0.99 -34 1
"26115" 74 56 16 1 "ByFB" 1 -8 -5 0.99 -34 1
"26116" 74 56 17 1 "ByFB" 1 -8 -5 0.99 -34 1
"26185" 74 56 18 1 "ByFB" 1 -8 -5 0.99 -34 1
"26226" 74 56 19 1 "ByFB" 1 -8 -5 0.99 -34 1
"25876" 74 56 20 1 "ByFB" 1 -8 -5 0.99 -34 1
"25877" 74 56 21 1 "ByFB" 1 -8 -5 0.99 -34 1
"26244" 74 56 22 1 "ByFB" 1 -8 -5 0.99 -34 1
"26205" 74 56 23 1 "ByFB" 1 -8 -5 0.99 -34 1
"26085" 74 56 24 1 "ByFB" 1 -8 -5 0.99 -34 1
"25883" 74 56 25 1 "ByFB" 1 -8 -5 0.99 -34 1
"27340" 74 58 1 0 "ByFB" 0.4 -7 40 0.25 24 1
"27341" 74 58 2 1 "ByFB" 0.4 -7 40 0.25 24 1
"27342" 74 58 3 1 "ByFB" 0.4 -7 40 0.25 24 1
"27343" 74 58 4 1 "ByFB" 0.4 -7 40 0.25 24 1
"27344" 74 58 5 1 "ByFB" 0.4 -7 40 0.25 24 1
"27345" 74 58 6 0 "ByFB" 0.4 -7 40 0.25 24 1
"27346" 74 58 7 1 "ByFB" 0.4 -7 40 0.25 24 1
"27711" 74 58 8 1 "ByFB" 0.4 -7 40 0.25 24 1
"27712" 74 58 9 1 "ByFB" 0.4 -7 40 0.25 24 1
"27713" 74 58 10 0 "ByFB" 0.4 -7 40 0.25 24 1
"27350" 74 58 11 0 "ByFB" 0.4 -7 40 0.25 24 1
"27351" 74 58 12 1 "ByFB" 0.4 -7 40 0.25 24 1
"27352" 74 58 13 1 "ByFB" 0.4 -7 40 0.25 24 1
"27353" 74 58 14 1 "ByFB" 0.4 -7 40 0.25 24 1
"27354" 74 58 15 1 "ByFB" 0.4 -7 40 0.25 24 1
"27355" 74 58 16 0 "ByFB" 0.4 -7 40 0.25 24 1
"27356" 74 58 17 1 "ByFB" 0.4 -7 40 0.25 24 1
"27357" 74 58 18 1 "ByFB" 0.4 -7 40 0.25 24 1
"27358" 74 58 19 1 "ByFB" 0.4 -7 40 0.25 24 1
"27359" 74 58 20 1 "ByFB" 0.4 -7 40 0.25 24 1
"27360" 74 58 21 1 "ByFB" 0.4 -7 40 0.25 24 1
"27361" 74 58 22 0 "ByFB" 0.4 -7 40 0.25 24 1
"28091" 74 58 23 1 "ByFB" 0.4 -7 40 0.25 24 1
"28092" 74 58 24 1 "ByFB" 0.4 -7 40 0.25 24 1
"28094" 74 58 25 1 "ByFB" 0.4 -7 40 0.25 24 1
"29551" 74 59 1 0 "ByFB" 0.25 16 43 0.4 2 1
"29552" 74 59 2 1 "ByFB" 0.25 16 43 0.4 2 1
"29553" 74 59 3 0 "ByFB" 0.25 16 43 0.4 2 1
"29554" 74 59 4 0 "ByFB" 0.25 16 43 0.4 2 1
"29555" 74 59 5 1 "ByFB" 0.25 16 43 0.4 2 1
"29556" 74 59 6 1 "ByFB" 0.25 16 43 0.4 2 1
"29557" 74 59 7 1 "ByFB" 0.25 16 43 0.4 2 1
"29558" 74 59 8 1 "ByFB" 0.25 16 43 0.4 2 1
"29559" 74 59 9 1 "ByFB" 0.25 16 43 0.4 2 1
"29924" 74 59 10 1 "ByFB" 0.25 16 43 0.4 2 1
"29561" 74 59 11 1 "ByFB" 0.25 16 43 0.4 2 1
"29562" 74 59 12 1 "ByFB" 0.25 16 43 0.4 2 1
"29563" 74 59 13 0 "ByFB" 0.25 16 43 0.4 2 1
"29564" 74 59 14 0 "ByFB" 0.25 16 43 0.4 2 1
"29565" 74 59 15 0 "ByFB" 0.25 16 43 0.4 2 1
"29566" 74 59 16 0 "ByFB" 0.25 16 43 0.4 2 1
"29567" 74 59 17 0 "ByFB" 0.25 16 43 0.4 2 1
"29568" 74 59 18 0 "ByFB" 0.25 16 43 0.4 2 1
"29569" 74 59 19 0 "ByFB" 0.25 16 43 0.4 2 1
"29570" 74 59 20 0 "ByFB" 0.25 16 43 0.4 2 1
"29571" 74 59 21 0 "ByFB" 0.25 16 43 0.4 2 1
"29572" 74 59 22 0 "ByFB" 0.25 16 43 0.4 2 1
"29573" 74 59 23 0 "ByFB" 0.25 16 43 0.4 2 1
"30303" 74 59 24 0 "ByFB" 0.25 16 43 0.4 2 1
"29940" 74 59 25 1 "ByFB" 0.25 16 43 0.4 2 1
"30669" 74 60 1 0 "ByFB" 0.1 21 38 0.6 1 1
"31763" 74 60 2 0 "ByFB" 0.1 21 38 0.6 1 1
"31764" 74 60 3 0 "ByFB" 0.1 21 38 0.6 1 1
"31765" 74 60 4 1 "ByFB" 0.1 21 38 0.6 1 1
"31766" 74 60 5 0 "ByFB" 0.1 21 38 0.6 1 1
"31767" 74 60 6 0 "ByFB" 0.1 21 38 0.6 1 1
"31768" 74 60 7 0 "ByFB" 0.1 21 38 0.6 1 1
"31769" 74 60 8 0 "ByFB" 0.1 21 38 0.6 1 1
"31770" 74 60 9 0 "ByFB" 0.1 21 38 0.6 1 1
"31771" 74 60 10 0 "ByFB" 0.1 21 38 0.6 1 1
"31772" 74 60 11 0 "ByFB" 0.1 21 38 0.6 1 1
"31773" 74 60 12 0 "ByFB" 0.1 21 38 0.6 1 1
"31774" 74 60 13 0 "ByFB" 0.1 21 38 0.6 1 1
"31775" 74 60 14 0 "ByFB" 0.1 21 38 0.6 1 1
"31776" 74 60 15 0 "ByFB" 0.1 21 38 0.6 1 1
"31777" 74 60 16 0 "ByFB" 0.1 21 38 0.6 1 1
"31778" 74 60 17 0 "ByFB" 0.1 21 38 0.6 1 1
"31779" 74 60 18 0 "ByFB" 0.1 21 38 0.6 1 1
"31780" 74 60 19 0 "ByFB" 0.1 21 38 0.6 1 1
"31781" 74 60 20 0 "ByFB" 0.1 21 38 0.6 1 1
"31782" 74 60 21 0 "ByFB" 0.1 21 38 0.6 1 1
"31783" 74 60 22 0 "ByFB" 0.1 21 38 0.6 1 1
"31784" 74 60 23 0 "ByFB" 0.1 21 38 0.6 1 1
"31785" 74 60 24 0 "ByFB" 0.1 21 38 0.6 1 1
"31786" 74 60 25 0 "ByFB" 0.1 21 38 0.6 1 1
"78" 75 32 1 1 "ByFB" 0.75 -4 82 0.25 3 1
"79" 75 32 2 1 "ByFB" 0.75 -4 82 0.25 3 1
"80" 75 32 3 1 "ByFB" 0.75 -4 82 0.25 3 1
"81" 75 32 4 1 "ByFB" 0.75 -4 82 0.25 3 1
"82" 75 32 5 1 "ByFB" 0.75 -4 82 0.25 3 1
"83" 75 32 6 1 "ByFB" 0.75 -4 82 0.25 3 1
"84" 75 32 7 1 "ByFB" 0.75 -4 82 0.25 3 1
"85" 75 32 8 1 "ByFB" 0.75 -4 82 0.25 3 1
"86" 75 32 9 1 "ByFB" 0.75 -4 82 0.25 3 1
"87" 75 32 10 1 "ByFB" 0.75 -4 82 0.25 3 1
"88" 75 32 11 1 "ByFB" 0.75 -4 82 0.25 3 1
"89" 75 32 12 1 "ByFB" 0.75 -4 82 0.25 3 1
"90" 75 32 13 1 "ByFB" 0.75 -4 82 0.25 3 1
"91" 75 32 14 1 "ByFB" 0.75 -4 82 0.25 3 1
"92" 75 32 15 1 "ByFB" 0.75 -4 82 0.25 3 1
"93" 75 32 16 1 "ByFB" 0.75 -4 82 0.25 3 1
"94" 75 32 17 1 "ByFB" 0.75 -4 82 0.25 3 1
"95" 75 32 18 1 "ByFB" 0.75 -4 82 0.25 3 1
"96" 75 32 19 1 "ByFB" 0.75 -4 82 0.25 3 1
"97" 75 32 20 1 "ByFB" 0.75 -4 82 0.25 3 1
"98" 75 32 21 1 "ByFB" 0.75 -4 82 0.25 3 1
"99" 75 32 22 1 "ByFB" 0.75 -4 82 0.25 3 1
"100" 75 32 23 1 "ByFB" 0.75 -4 82 0.25 3 1
"101" 75 32 24 1 "ByFB" 0.75 -4 82 0.25 3 1
"102" 75 32 25 1 "ByFB" 0.75 -4 82 0.25 3 1
"2290" 75 33 1 0 "ByFB" 1 -3 14 0.4 -22 1
"2073" 75 33 2 0 "ByFB" 1 -3 14 0.4 -22 1
"2043" 75 33 3 0 "ByFB" 1 -3 14 0.4 -22 1
"2037" 75 33 4 0 "ByFB" 1 -3 14 0.4 -22 1
"2075" 75 33 5 0 "ByFB" 1 -3 14 0.4 -22 1
"2090" 75 33 6 0 "ByFB" 1 -3 14 0.4 -22 1
"2295" 75 33 7 0 "ByFB" 1 -3 14 0.4 -22 1
"2296" 75 33 8 0 "ByFB" 1 -3 14 0.4 -22 1
"2297" 75 33 9 0 "ByFB" 1 -3 14 0.4 -22 1
"2298" 75 33 10 0 "ByFB" 1 -3 14 0.4 -22 1
"2299" 75 33 11 0 "ByFB" 1 -3 14 0.4 -22 1
"2664" 75 33 12 0 "ByFB" 1 -3 14 0.4 -22 1
"2301" 75 33 13 0 "ByFB" 1 -3 14 0.4 -22 1
"2302" 75 33 14 0 "ByFB" 1 -3 14 0.4 -22 1
"2303" 75 33 15 0 "ByFB" 1 -3 14 0.4 -22 1
"2304" 75 33 16 0 "ByFB" 1 -3 14 0.4 -22 1
"2305" 75 33 17 0 "ByFB" 1 -3 14 0.4 -22 1
"2306" 75 33 18 0 "ByFB" 1 -3 14 0.4 -22 1
"2307" 75 33 19 0 "ByFB" 1 -3 14 0.4 -22 1
"2308" 75 33 20 0 "ByFB" 1 -3 14 0.4 -22 1
"2309" 75 33 21 0 "ByFB" 1 -3 14 0.4 -22 1
"2310" 75 33 22 0 "ByFB" 1 -3 14 0.4 -22 1
"2311" 75 33 23 0 "ByFB" 1 -3 14 0.4 -22 1
"2312" 75 33 24 0 "ByFB" 1 -3 14 0.4 -22 1
"2313" 75 33 25 0 "ByFB" 1 -3 14 0.4 -22 1
"4501" 75 35 1 0 "ByFB" 1 -5 47 0.01 -15 1
"4137" 75 35 2 0 "ByFB" 1 -5 47 0.01 -15 1
"4094" 75 35 3 0 "ByFB" 1 -5 47 0.01 -15 1
"4066" 75 35 4 0 "ByFB" 1 -5 47 0.01 -15 1
"4061" 75 35 5 0 "ByFB" 1 -5 47 0.01 -15 1
"4261" 75 35 6 0 "ByFB" 1 -5 47 0.01 -15 1
"4262" 75 35 7 0 "ByFB" 1 -5 47 0.01 -15 1
"4155" 75 35 8 0 "ByFB" 1 -5 47 0.01 -15 1
"4508" 75 35 9 0 "ByFB" 1 -5 47 0.01 -15 1
"4509" 75 35 10 0 "ByFB" 1 -5 47 0.01 -15 1
"4510" 75 35 11 0 "ByFB" 1 -5 47 0.01 -15 1
"4511" 75 35 12 0 "ByFB" 1 -5 47 0.01 -15 1
"4512" 75 35 13 0 "ByFB" 1 -5 47 0.01 -15 1
"4513" 75 35 14 0 "ByFB" 1 -5 47 0.01 -15 1
"4514" 75 35 15 0 "ByFB" 1 -5 47 0.01 -15 1
"4515" 75 35 16 0 "ByFB" 1 -5 47 0.01 -15 1
"4516" 75 35 17 0 "ByFB" 1 -5 47 0.01 -15 1
"4517" 75 35 18 0 "ByFB" 1 -5 47 0.01 -15 1
"4518" 75 35 19 0 "ByFB" 1 -5 47 0.01 -15 1
"4519" 75 35 20 0 "ByFB" 1 -5 47 0.01 -15 1
"4520" 75 35 21 0 "ByFB" 1 -5 47 0.01 -15 1
"4521" 75 35 22 0 "ByFB" 1 -5 47 0.01 -15 1
"4522" 75 35 23 0 "ByFB" 1 -5 47 0.01 -15 1
"4523" 75 35 24 0 "ByFB" 1 -5 47 0.01 -15 1
"4524" 75 35 25 0 "ByFB" 1 -5 47 0.01 -15 1
"6347" 75 37 1 0 "ByFB" 0.9 0 64 0.4 -7 1
"6348" 75 37 2 0 "ByFB" 0.9 0 64 0.4 -7 1
"6225" 75 37 3 0 "ByFB" 0.9 0 64 0.4 -7 1
"6109" 75 37 4 0 "ByFB" 0.9 0 64 0.4 -7 1
"6146" 75 37 5 0 "ByFB" 0.9 0 64 0.4 -7 1
"6107" 75 37 6 1 "ByFB" 0.9 0 64 0.4 -7 1
"6353" 75 37 7 1 "ByFB" 0.9 0 64 0.4 -7 1
"7694" 75 37 8 1 "ByFB" 0.9 0 64 0.4 -7 1
"7452" 75 37 9 1 "ByFB" 0.9 0 64 0.4 -7 1
"7453" 75 37 10 1 "ByFB" 0.9 0 64 0.4 -7 1
"7454" 75 37 11 1 "ByFB" 0.9 0 64 0.4 -7 1
"7455" 75 37 12 1 "ByFB" 0.9 0 64 0.4 -7 1
"7456" 75 37 13 1 "ByFB" 0.9 0 64 0.4 -7 1
"7781" 75 37 14 1 "ByFB" 0.9 0 64 0.4 -7 1
"7701" 75 37 15 1 "ByFB" 0.9 0 64 0.4 -7 1
"7702" 75 37 16 1 "ByFB" 0.9 0 64 0.4 -7 1
"7703" 75 37 17 1 "ByFB" 0.9 0 64 0.4 -7 1
"7704" 75 37 18 1 "ByFB" 0.9 0 64 0.4 -7 1
"7462" 75 37 19 1 "ByFB" 0.9 0 64 0.4 -7 1
"7463" 75 37 20 1 "ByFB" 0.9 0 64 0.4 -7 1
"7464" 75 37 21 1 "ByFB" 0.9 0 64 0.4 -7 1
"7465" 75 37 22 1 "ByFB" 0.9 0 64 0.4 -7 1
"7466" 75 37 23 1 "ByFB" 0.9 0 64 0.4 -7 1
"7710" 75 37 24 1 "ByFB" 0.9 0 64 0.4 -7 1
"7468" 75 37 25 1 "ByFB" 0.9 0 64 0.4 -7 1
"8318" 75 38 1 1 "ByFB" 1 24 34 0.05 28 1
"8319" 75 38 2 1 "ByFB" 1 24 34 0.05 28 1
"8563" 75 38 3 1 "ByFB" 1 24 34 0.05 28 1
"8564" 75 38 4 1 "ByFB" 1 24 34 0.05 28 1
"8686" 75 38 5 1 "ByFB" 1 24 34 0.05 28 1
"8566" 75 38 6 1 "ByFB" 1 24 34 0.05 28 1
"8932" 75 38 7 1 "ByFB" 1 24 34 0.05 28 1
"8933" 75 38 8 1 "ByFB" 1 24 34 0.05 28 1
"9663" 75 38 9 1 "ByFB" 1 24 34 0.05 28 1
"9664" 75 38 10 1 "ByFB" 1 24 34 0.05 28 1
"9665" 75 38 11 1 "ByFB" 1 24 34 0.05 28 1
"9666" 75 38 12 1 "ByFB" 1 24 34 0.05 28 1
"9667" 75 38 13 1 "ByFB" 1 24 34 0.05 28 1
"9668" 75 38 14 1 "ByFB" 1 24 34 0.05 28 1
"9912" 75 38 15 1 "ByFB" 1 24 34 0.05 28 1
"9913" 75 38 16 1 "ByFB" 1 24 34 0.05 28 1
"9914" 75 38 17 1 "ByFB" 1 24 34 0.05 28 1
"9875" 75 38 18 1 "ByFB" 1 24 34 0.05 28 1
"9673" 75 38 19 1 "ByFB" 1 24 34 0.05 28 1
"9674" 75 38 20 1 "ByFB" 1 24 34 0.05 28 1
"9675" 75 38 21 1 "ByFB" 1 24 34 0.05 28 1
"9676" 75 38 22 1 "ByFB" 1 24 34 0.05 28 1
"9677" 75 38 23 1 "ByFB" 1 24 34 0.05 28 1
"9678" 75 38 24 1 "ByFB" 1 24 34 0.05 28 1
"9679" 75 38 25 1 "ByFB" 1 24 34 0.05 28 1
"10408" 75 43 1 0 "ByFB" 1 14 12 0.9 9 1
"10409" 75 43 2 0 "ByFB" 1 14 12 0.9 9 1
"10410" 75 43 3 0 "ByFB" 1 14 12 0.9 9 1
"10532" 75 43 4 0 "ByFB" 1 14 12 0.9 9 1
"10776" 75 43 5 0 "ByFB" 1 14 12 0.9 9 1
"10777" 75 43 6 0 "ByFB" 1 14 12 0.9 9 1
"10778" 75 43 7 0 "ByFB" 1 14 12 0.9 9 1
"10779" 75 43 8 0 "ByFB" 1 14 12 0.9 9 1
"10780" 75 43 9 0 "ByFB" 1 14 12 0.9 9 1
"11146" 75 43 10 0 "ByFB" 1 14 12 0.9 9 1
"11147" 75 43 11 0 "ByFB" 1 14 12 0.9 9 1
"11148" 75 43 12 0 "ByFB" 1 14 12 0.9 9 1
"11878" 75 43 13 0 "ByFB" 1 14 12 0.9 9 1
"11879" 75 43 14 0 "ByFB" 1 14 12 0.9 9 1
"11759" 75 43 15 0 "ByFB" 1 14 12 0.9 9 1
"11760" 75 43 16 0 "ByFB" 1 14 12 0.9 9 1
"12072" 75 43 17 0 "ByFB" 1 14 12 0.9 9 1
"12086" 75 43 18 0 "ByFB" 1 14 12 0.9 9 1
"11884" 75 43 19 0 "ByFB" 1 14 12 0.9 9 1
"11885" 75 43 20 0 "ByFB" 1 14 12 0.9 9 1
"11886" 75 43 21 0 "ByFB" 1 14 12 0.9 9 1
"11887" 75 43 22 0 "ByFB" 1 14 12 0.9 9 1
"11888" 75 43 23 0 "ByFB" 1 14 12 0.9 9 1
"11768" 75 43 24 0 "ByFB" 1 14 12 0.9 9 1
"11526" 75 43 25 0 "ByFB" 1 14 12 0.9 9 1
"12619" 75 44 1 0 "ByFB" 1 23 24 0.99 -33 1
"12620" 75 44 2 1 "ByFB" 1 23 24 0.99 -33 1
"12621" 75 44 3 1 "ByFB" 1 23 24 0.99 -33 1
"12622" 75 44 4 1 "ByFB" 1 23 24 0.99 -33 1
"12987" 75 44 5 1 "ByFB" 1 23 24 0.99 -33 1
"12988" 75 44 6 1 "ByFB" 1 23 24 0.99 -33 1
"12989" 75 44 7 1 "ByFB" 1 23 24 0.99 -33 1
"12990" 75 44 8 1 "ByFB" 1 23 24 0.99 -33 1
"12991" 75 44 9 1 "ByFB" 1 23 24 0.99 -33 1
"12992" 75 44 10 1 "ByFB" 1 23 24 0.99 -33 1
"12993" 75 44 11 1 "ByFB" 1 23 24 0.99 -33 1
"12630" 75 44 12 1 "ByFB" 1 23 24 0.99 -33 1
"12631" 75 44 13 1 "ByFB" 1 23 24 0.99 -33 1
"13362" 75 44 14 1 "ByFB" 1 23 24 0.99 -33 1
"13363" 75 44 15 1 "ByFB" 1 23 24 0.99 -33 1
"13364" 75 44 16 1 "ByFB" 1 23 24 0.99 -33 1
"13365" 75 44 17 1 "ByFB" 1 23 24 0.99 -33 1
"13366" 75 44 18 1 "ByFB" 1 23 24 0.99 -33 1
"13367" 75 44 19 1 "ByFB" 1 23 24 0.99 -33 1
"13368" 75 44 20 1 "ByFB" 1 23 24 0.99 -33 1
"13369" 75 44 21 1 "ByFB" 1 23 24 0.99 -33 1
"13370" 75 44 22 1 "ByFB" 1 23 24 0.99 -33 1
"13371" 75 44 23 1 "ByFB" 1 23 24 0.99 -33 1
"13372" 75 44 24 1 "ByFB" 1 23 24 0.99 -33 1
"13373" 75 44 25 1 "ByFB" 1 23 24 0.99 -33 1
"15561" 75 46 1 0 "ByFB" 0.01 9 30 0.6 -37 1
"14833" 75 46 2 0 "ByFB" 0.01 9 30 0.6 -37 1
"14238" 75 46 3 0 "ByFB" 0.01 9 30 0.6 -37 1
"14197" 75 46 4 0 "ByFB" 0.01 9 30 0.6 -37 1
"14211" 75 46 5 0 "ByFB" 0.01 9 30 0.6 -37 1
"14471" 75 46 6 1 "ByFB" 0.01 9 30 0.6 -37 1
"14472" 75 46 7 1 "ByFB" 0.01 9 30 0.6 -37 1
"14473" 75 46 8 1 "ByFB" 0.01 9 30 0.6 -37 1
"14838" 75 46 9 1 "ByFB" 0.01 9 30 0.6 -37 1
"14839" 75 46 10 1 "ByFB" 0.01 9 30 0.6 -37 1
"14840" 75 46 11 1 "ByFB" 0.01 9 30 0.6 -37 1
"14841" 75 46 12 1 "ByFB" 0.01 9 30 0.6 -37 1
"14842" 75 46 13 1 "ByFB" 0.01 9 30 0.6 -37 1
"14844" 75 46 14 1 "ByFB" 0.01 9 30 0.6 -37 1
"14845" 75 46 15 1 "ByFB" 0.01 9 30 0.6 -37 1
"14846" 75 46 16 1 "ByFB" 0.01 9 30 0.6 -37 1
"15576" 75 46 17 1 "ByFB" 0.01 9 30 0.6 -37 1
"15577" 75 46 18 1 "ByFB" 0.01 9 30 0.6 -37 1
"15578" 75 46 19 1 "ByFB" 0.01 9 30 0.6 -37 1
"15579" 75 46 20 1 "ByFB" 0.01 9 30 0.6 -37 1
"15580" 75 46 21 1 "ByFB" 0.01 9 30 0.6 -37 1
"15581" 75 46 22 1 "ByFB" 0.01 9 30 0.6 -37 1
"15582" 75 46 23 1 "ByFB" 0.01 9 30 0.6 -37 1
"15583" 75 46 24 1 "ByFB" 0.01 9 30 0.6 -37 1
"15584" 75 46 25 1 "ByFB" 0.01 9 30 0.6 -37 1
"17772" 75 51 1 1 "ByFB" 0.8 -18 68 0.2 23 1
"17044" 75 51 2 1 "ByFB" 0.8 -18 68 0.2 23 1
"16436" 75 51 3 1 "ByFB" 0.8 -18 68 0.2 23 1
"16356" 75 51 4 1 "ByFB" 0.8 -18 68 0.2 23 1
"16357" 75 51 5 1 "ByFB" 0.8 -18 68 0.2 23 1
"16318" 75 51 6 1 "ByFB" 0.8 -18 68 0.2 23 1
"16359" 75 51 7 1 "ByFB" 0.8 -18 68 0.2 23 1
"16360" 75 51 8 1 "ByFB" 0.8 -18 68 0.2 23 1
"16685" 75 51 9 1 "ByFB" 0.8 -18 68 0.2 23 1
"16686" 75 51 10 1 "ByFB" 0.8 -18 68 0.2 23 1
"16687" 75 51 11 1 "ByFB" 0.8 -18 68 0.2 23 1
"17052" 75 51 12 1 "ByFB" 0.8 -18 68 0.2 23 1
"17053" 75 51 13 1 "ByFB" 0.8 -18 68 0.2 23 1
"16447" 75 51 14 1 "ByFB" 0.8 -18 68 0.2 23 1
"16327" 75 51 15 1 "ByFB" 0.8 -18 68 0.2 23 1
"17057" 75 51 16 1 "ByFB" 0.8 -18 68 0.2 23 1
"17058" 75 51 17 1 "ByFB" 0.8 -18 68 0.2 23 1
"17788" 75 51 18 1 "ByFB" 0.8 -18 68 0.2 23 1
"17789" 75 51 19 1 "ByFB" 0.8 -18 68 0.2 23 1
"17790" 75 51 20 1 "ByFB" 0.8 -18 68 0.2 23 1
"17791" 75 51 21 1 "ByFB" 0.8 -18 68 0.2 23 1
"17792" 75 51 22 1 "ByFB" 0.8 -18 68 0.2 23 1
"17793" 75 51 23 1 "ByFB" 0.8 -18 68 0.2 23 1
"17794" 75 51 24 1 "ByFB" 0.8 -18 68 0.2 23 1
"17795" 75 51 25 1 "ByFB" 0.8 -18 68 0.2 23 1
"18890" 75 52 1 0 "ByFB" 0.2 0 46 0.25 -2 1
"19255" 75 52 2 0 "ByFB" 0.2 0 46 0.25 -2 1
"18296" 75 52 3 1 "ByFB" 0.2 0 46 0.25 -2 1
"18527" 75 52 4 1 "ByFB" 0.2 0 46 0.25 -2 1
"18528" 75 52 5 1 "ByFB" 0.2 0 46 0.25 -2 1
"18529" 75 52 6 0 "ByFB" 0.2 0 46 0.25 -2 1
"18530" 75 52 7 0 "ByFB" 0.2 0 46 0.25 -2 1
"18531" 75 52 8 0 "ByFB" 0.2 0 46 0.25 -2 1
"18896" 75 52 9 0 "ByFB" 0.2 0 46 0.25 -2 1
"18897" 75 52 10 0 "ByFB" 0.2 0 46 0.25 -2 1
"18898" 75 52 11 0 "ByFB" 0.2 0 46 0.25 -2 1
"18899" 75 52 12 0 "ByFB" 0.2 0 46 0.25 -2 1
"19264" 75 52 13 0 "ByFB" 0.2 0 46 0.25 -2 1
"18658" 75 52 14 0 "ByFB" 0.2 0 46 0.25 -2 1
"18538" 75 52 15 0 "ByFB" 0.2 0 46 0.25 -2 1
"18539" 75 52 16 0 "ByFB" 0.2 0 46 0.25 -2 1
"19880" 75 52 17 0 "ByFB" 0.2 0 46 0.25 -2 1
"20002" 75 52 18 0 "ByFB" 0.2 0 46 0.25 -2 1
"20003" 75 52 19 0 "ByFB" 0.2 0 46 0.25 -2 1
"20004" 75 52 20 0 "ByFB" 0.2 0 46 0.25 -2 1
"20005" 75 52 21 0 "ByFB" 0.2 0 46 0.25 -2 1
"20006" 75 52 22 0 "ByFB" 0.2 0 46 0.25 -2 1
"20007" 75 52 23 0 "ByFB" 0.2 0 46 0.25 -2 1
"20008" 75 52 24 0 "ByFB" 0.2 0 46 0.25 -2 1
"20009" 75 52 25 0 "ByFB" 0.2 0 46 0.25 -2 1
"21104" 75 53 1 0 "ByFB" 1 28 42 0.75 -22 1
"21105" 75 53 2 0 "ByFB" 1 28 42 0.75 -22 1
"20376" 75 53 3 0 "ByFB" 1 28 42 0.75 -22 1
"20377" 75 53 4 0 "ByFB" 1 28 42 0.75 -22 1
