"subject" "problem" "trial" "choice" "condition" "pHa" "La" "Hb" "pHb" "Lb" "LotNum"
"25020" 325 9 9 1 "ByFB" 1 1 100 0.01 0 1
"25035" 325 9 10 1 "ByFB" 1 1 100 0.01 0 1
"25097" 325 9 11 1 "ByFB" 1 1 100 0.01 0 1
"25098" 325 9 12 1 "ByFB" 1 1 100 0.01 0 1
"25155" 325 9 13 1 "ByFB" 1 1 100 0.01 0 1
"25643" 325 9 14 1 "ByFB" 1 1 100 0.01 0 1
"25644" 325 9 15 1 "ByFB" 1 1 100 0.01 0 1
"25645" 325 9 16 1 "ByFB" 1 1 100 0.01 0 1
"25646" 325 9 17 1 "ByFB" 1 1 100 0.01 0 1
"25647" 325 9 18 1 "ByFB" 1 1 100 0.01 0 1
"25285" 325 9 19 1 "ByFB" 1 1 100 0.01 0 1
"25650" 325 9 20 1 "ByFB" 1 1 100 0.01 0 1
"25287" 325 9 21 1 "ByFB" 1 1 100 0.01 0 1
"25288" 325 9 22 1 "ByFB" 1 1 100 0.01 0 1
"26018" 325 9 23 1 "ByFB" 1 1 100 0.01 0 1
"26019" 325 9 24 1 "ByFB" 1 1 100 0.01 0 1
"26020" 325 9 25 1 "ByFB" 1 1 100 0.01 0 1
"28127" 325 10 1 1 "ByFB" 1 2 101 0.01 1 1
"28575" 325 10 2 1 "ByFB" 1 2 101 0.01 1 1
"28576" 325 10 3 1 "ByFB" 1 2 101 0.01 1 1
"28577" 325 10 4 1 "ByFB" 1 2 101 0.01 1 1
"28164" 325 10 5 1 "ByFB" 1 2 101 0.01 1 1
"28195" 325 10 6 1 "ByFB" 1 2 101 0.01 1 1
"28140" 325 10 7 1 "ByFB" 1 2 101 0.01 1 1
"28944" 325 10 8 1 "ByFB" 1 2 101 0.01 1 1
"28154" 325 10 9 1 "ByFB" 1 2 101 0.01 1 1
"28337" 325 10 10 1 "ByFB" 1 2 101 0.01 1 1
"28338" 325 10 11 1 "ByFB" 1 2 101 0.01 1 1
"28339" 325 10 12 1 "ByFB" 1 2 101 0.01 1 1
"28461" 325 10 13 1 "ByFB" 1 2 101 0.01 1 1
"28462" 325 10 14 1 "ByFB" 1 2 101 0.01 1 1
"28949" 325 10 15 1 "ByFB" 1 2 101 0.01 1 1
"28950" 325 10 16 1 "ByFB" 1 2 101 0.01 1 1
"28951" 325 10 17 1 "ByFB" 1 2 101 0.01 1 1
"28588" 325 10 18 1 "ByFB" 1 2 101 0.01 1 1
"28710" 325 10 19 1 "ByFB" 1 2 101 0.01 1 1
"28590" 325 10 20 1 "ByFB" 1 2 101 0.01 1 1
"28591" 325 10 21 1 "ByFB" 1 2 101 0.01 1 1
"28592" 325 10 22 1 "ByFB" 1 2 101 0.01 1 1
"28269" 325 10 23 1 "ByFB" 1 2 101 0.01 1 1
"28594" 325 10 24 1 "ByFB" 1 2 101 0.01 1 1
"28352" 325 10 25 1 "ByFB" 1 2 101 0.01 1 1
"31321" 325 11 1 0 "ByFB" 1 19 20 0.9 -20 1
"31293" 325 11 2 0 "ByFB" 1 19 20 0.9 -20 1
"31349" 325 11 3 0 "ByFB" 1 19 20 0.9 -20 1
"31515" 325 11 4 0 "ByFB" 1 19 20 0.9 -20 1
"31265" 325 11 5 0 "ByFB" 1 19 20 0.9 -20 1
"31281" 325 11 6 0 "ByFB" 1 19 20 0.9 -20 1
"31282" 325 11 7 0 "ByFB" 1 19 20 0.9 -20 1
"32250" 325 11 8 0 "ByFB" 1 19 20 0.9 -20 1
"32251" 325 11 9 0 "ByFB" 1 19 20 0.9 -20 1
"32252" 325 11 10 0 "ByFB" 1 19 20 0.9 -20 1
"32253" 325 11 11 0 "ByFB" 1 19 20 0.9 -20 1
"32254" 325 11 12 0 "ByFB" 1 19 20 0.9 -20 1
"31891" 325 11 13 0 "ByFB" 1 19 20 0.9 -20 1
"31528" 325 11 14 0 "ByFB" 1 19 20 0.9 -20 1
"31529" 325 11 15 0 "ByFB" 1 19 20 0.9 -20 1
"31530" 325 11 16 0 "ByFB" 1 19 20 0.9 -20 1
"31531" 325 11 17 0 "ByFB" 1 19 20 0.9 -20 1
"31653" 325 11 18 0 "ByFB" 1 19 20 0.9 -20 1
"33724" 325 11 19 0 "ByFB" 1 19 20 0.9 -20 1
"33725" 325 11 20 0 "ByFB" 1 19 20 0.9 -20 1
"33605" 325 11 21 0 "ByFB" 1 19 20 0.9 -20 1
"33727" 325 11 22 0 "ByFB" 1 19 20 0.9 -20 1
"33728" 325 11 23 0 "ByFB" 1 19 20 0.9 -20 1
"33729" 325 11 24 0 "ByFB" 1 19 20 0.9 -20 1
"33730" 325 11 25 0 "ByFB" 1 19 20 0.9 -20 1
"35189" 325 12 1 1 "ByFB" 1 0 50 0.5 -50 1
"35190" 325 12 2 1 "ByFB" 1 0 50 0.5 -50 1
"35191" 325 12 3 1 "ByFB" 1 0 50 0.5 -50 1
"35556" 325 12 4 1 "ByFB" 1 0 50 0.5 -50 1
"34502" 325 12 5 1 "ByFB" 1 0 50 0.5 -50 1
"34828" 325 12 6 0 "ByFB" 1 0 50 0.5 -50 1
"34829" 325 12 7 0 "ByFB" 1 0 50 0.5 -50 1
"34830" 325 12 8 0 "ByFB" 1 0 50 0.5 -50 1
"34952" 325 12 9 0 "ByFB" 1 0 50 0.5 -50 1
"34953" 325 12 10 0 "ByFB" 1 0 50 0.5 -50 1
"34833" 325 12 11 0 "ByFB" 1 0 50 0.5 -50 1
"35198" 325 12 12 0 "ByFB" 1 0 50 0.5 -50 1
"35199" 325 12 13 0 "ByFB" 1 0 50 0.5 -50 1
"35200" 325 12 14 0 "ByFB" 1 0 50 0.5 -50 1
"34837" 325 12 15 0 "ByFB" 1 0 50 0.5 -50 1
"35202" 325 12 16 0 "ByFB" 1 0 50 0.5 -50 1
"35203" 325 12 17 0 "ByFB" 1 0 50 0.5 -50 1
"35568" 325 12 18 0 "ByFB" 1 0 50 0.5 -50 1
"35205" 325 12 19 0 "ByFB" 1 0 50 0.5 -50 1
"35206" 325 12 20 0 "ByFB" 1 0 50 0.5 -50 1
"34600" 325 12 21 0 "ByFB" 1 0 50 0.5 -50 1
"34722" 325 12 22 0 "ByFB" 1 0 50 0.5 -50 1
"34845" 325 12 23 0 "ByFB" 1 0 50 0.5 -50 1
"35575" 325 12 24 0 "ByFB" 1 0 50 0.5 -50 1
"35576" 325 12 25 0 "ByFB" 1 0 50 0.5 -50 1
"37537" 325 14 1 0 "ByFB" 1 0 1 0.5 -1 1
"37570" 325 14 2 0 "ByFB" 1 0 1 0.5 -1 1
"37557" 325 14 3 0 "ByFB" 1 0 1 0.5 -1 1
"37767" 325 14 4 0 "ByFB" 1 0 1 0.5 -1 1
"37584" 325 14 5 0 "ByFB" 1 0 1 0.5 -1 1
"37576" 325 14 6 0 "ByFB" 1 0 1 0.5 -1 1
"37590" 325 14 7 0 "ByFB" 1 0 1 0.5 -1 1
"37591" 325 14 8 0 "ByFB" 1 0 1 0.5 -1 1
"37770" 325 14 9 0 "ByFB" 1 0 1 0.5 -1 1
"38257" 325 14 10 0 "ByFB" 1 0 1 0.5 -1 1
"38137" 325 14 11 0 "ByFB" 1 0 1 0.5 -1 1
"38138" 325 14 12 0 "ByFB" 1 0 1 0.5 -1 1
"38139" 325 14 13 0 "ByFB" 1 0 1 0.5 -1 1
"38505" 325 14 14 0 "ByFB" 1 0 1 0.5 -1 1
"38506" 325 14 15 0 "ByFB" 1 0 1 0.5 -1 1
"38507" 325 14 16 0 "ByFB" 1 0 1 0.5 -1 1
"38508" 325 14 17 0 "ByFB" 1 0 1 0.5 -1 1
"38509" 325 14 18 0 "ByFB" 1 0 1 0.5 -1 1
"38510" 325 14 19 0 "ByFB" 1 0 1 0.5 -1 1
"39240" 325 14 20 0 "ByFB" 1 0 1 0.5 -1 1
"39241" 325 14 21 0 "ByFB" 1 0 1 0.5 -1 1
"39242" 325 14 22 0 "ByFB" 1 0 1 0.5 -1 1
"39243" 325 14 23 0 "ByFB" 1 0 1 0.5 -1 1
"39244" 325 14 24 0 "ByFB" 1 0 1 0.5 -1 1
"39245" 325 14 25 0 "ByFB" 1 0 1 0.5 -1 1
"41068" 325 15 1 1 "ByFB" 1 7 50 0.5 1 1
"41069" 325 15 2 1 "ByFB" 1 7 50 0.5 1 1
"41070" 325 15 3 1 "ByFB" 1 7 50 0.5 1 1
"41435" 325 15 4 1 "ByFB" 1 7 50 0.5 1 1
"40644" 325 15 5 1 "ByFB" 1 7 50 0.5 1 1
"40759" 325 15 6 1 "ByFB" 1 7 50 0.5 1 1
"40773" 325 15 7 1 "ByFB" 1 7 50 0.5 1 1
"40830" 325 15 8 1 "ByFB" 1 7 50 0.5 1 1
"40831" 325 15 9 1 "ByFB" 1 7 50 0.5 1 1
"40832" 325 15 10 1 "ByFB" 1 7 50 0.5 1 1
"41076" 325 15 11 1 "ByFB" 1 7 50 0.5 1 1
"41441" 325 15 12 1 "ByFB" 1 7 50 0.5 1 1
"41442" 325 15 13 1 "ByFB" 1 7 50 0.5 1 1
"41443" 325 15 14 1 "ByFB" 1 7 50 0.5 1 1
"41444" 325 15 15 1 "ByFB" 1 7 50 0.5 1 1
"41809" 325 15 16 1 "ByFB" 1 7 50 0.5 1 1
"41811" 325 15 17 1 "ByFB" 1 7 50 0.5 1 1
"41448" 325 15 18 1 "ByFB" 1 7 50 0.5 1 1
"41449" 325 15 19 1 "ByFB" 1 7 50 0.5 1 1
"41086" 325 15 20 1 "ByFB" 1 7 50 0.5 1 1
"41451" 325 15 21 1 "ByFB" 1 7 50 0.5 1 1
"41452" 325 15 22 1 "ByFB" 1 7 50 0.5 1 1
"42182" 325 15 23 1 "ByFB" 1 7 50 0.5 1 1
"42183" 325 15 24 1 "ByFB" 1 7 50 0.5 1 1
"42184" 325 15 25 1 "ByFB" 1 7 50 0.5 1 1
"43799" 325 16 1 1 "ByFB" 1 7 50 0.5 -1 1
"44009" 325 16 2 1 "ByFB" 1 7 50 0.5 -1 1
"44010" 325 16 3 1 "ByFB" 1 7 50 0.5 -1 1
"44024" 325 16 4 1 "ByFB" 1 7 50 0.5 -1 1
"43819" 325 16 5 1 "ByFB" 1 7 50 0.5 -1 1
"43804" 325 16 6 1 "ByFB" 1 7 50 0.5 -1 1
"44377" 325 16 7 1 "ByFB" 1 7 50 0.5 -1 1
"44378" 325 16 8 1 "ByFB" 1 7 50 0.5 -1 1
"44379" 325 16 9 1 "ByFB" 1 7 50 0.5 -1 1
"44380" 325 16 10 1 "ByFB" 1 7 50 0.5 -1 1
"44381" 325 16 11 1 "ByFB" 1 7 50 0.5 -1 1
"44382" 325 16 12 1 "ByFB" 1 7 50 0.5 -1 1
"45476" 325 16 13 1 "ByFB" 1 7 50 0.5 -1 1
"45113" 325 16 14 1 "ByFB" 1 7 50 0.5 -1 1
"45114" 325 16 15 1 "ByFB" 1 7 50 0.5 -1 1
"45115" 325 16 16 1 "ByFB" 1 7 50 0.5 -1 1
"44752" 325 16 17 1 "ByFB" 1 7 50 0.5 -1 1
"44753" 325 16 18 1 "ByFB" 1 7 50 0.5 -1 1
"44754" 325 16 19 1 "ByFB" 1 7 50 0.5 -1 1
"44755" 325 16 20 1 "ByFB" 1 7 50 0.5 -1 1
"44756" 325 16 21 1 "ByFB" 1 7 50 0.5 -1 1
"45121" 325 16 22 1 "ByFB" 1 7 50 0.5 -1 1
"45122" 325 16 23 1 "ByFB" 1 7 50 0.5 -1 1
"45123" 325 16 24 1 "ByFB" 1 7 50 0.5 -1 1
"45124" 325 16 25 1 "ByFB" 1 7 50 0.5 -1 1
"47068" 325 17 1 0 "ByFB" 1 30 50 0.5 1 1
"47069" 325 17 2 0 "ByFB" 1 30 50 0.5 1 1
"47313" 325 17 3 0 "ByFB" 1 30 50 0.5 1 1
"47314" 325 17 4 0 "ByFB" 1 30 50 0.5 1 1
"47070" 325 17 5 0 "ByFB" 1 30 50 0.5 1 1
"46976" 325 17 6 0 "ByFB" 1 30 50 0.5 1 1
"46977" 325 17 7 0 "ByFB" 1 30 50 0.5 1 1
"46991" 325 17 8 0 "ByFB" 1 30 50 0.5 1 1
"47317" 325 17 9 0 "ByFB" 1 30 50 0.5 1 1
"47318" 325 17 10 0 "ByFB" 1 30 50 0.5 1 1
"47319" 325 17 11 0 "ByFB" 1 30 50 0.5 1 1
"47320" 325 17 12 0 "ByFB" 1 30 50 0.5 1 1
"47321" 325 17 13 0 "ByFB" 1 30 50 0.5 1 1
"47322" 325 17 14 0 "ByFB" 1 30 50 0.5 1 1
"47687" 325 17 15 0 "ByFB" 1 30 50 0.5 1 1
"47688" 325 17 16 0 "ByFB" 1 30 50 0.5 1 1
"48788" 325 17 17 0 "ByFB" 1 30 50 0.5 1 1
"48789" 325 17 18 0 "ByFB" 1 30 50 0.5 1 1
"48790" 325 17 19 0 "ByFB" 1 30 50 0.5 1 1
"48791" 325 17 20 0 "ByFB" 1 30 50 0.5 1 1
"48792" 325 17 21 0 "ByFB" 1 30 50 0.5 1 1
"48793" 325 17 22 0 "ByFB" 1 30 50 0.5 1 1
"48794" 325 17 23 0 "ByFB" 1 30 50 0.5 1 1
"48795" 325 17 24 0 "ByFB" 1 30 50 0.5 1 1
"48432" 325 17 25 0 "ByFB" 1 30 50 0.5 1 1
"50621" 325 18 1 0 "ByFB" 1 30 50 0.5 -1 1
"50622" 325 18 2 0 "ByFB" 1 30 50 0.5 -1 1
"51718" 325 18 3 0 "ByFB" 1 30 50 0.5 -1 1
"51719" 325 18 4 0 "ByFB" 1 30 50 0.5 -1 1
"51720" 325 18 5 0 "ByFB" 1 30 50 0.5 -1 1
"51721" 325 18 6 0 "ByFB" 1 30 50 0.5 -1 1
"51722" 325 18 7 0 "ByFB" 1 30 50 0.5 -1 1
"51723" 325 18 8 0 "ByFB" 1 30 50 0.5 -1 1
"52088" 325 18 9 0 "ByFB" 1 30 50 0.5 -1 1
"51725" 325 18 10 1 "ByFB" 1 30 50 0.5 -1 1
"51726" 325 18 11 1 "ByFB" 1 30 50 0.5 -1 1
"52091" 325 18 12 0 "ByFB" 1 30 50 0.5 -1 1
"51728" 325 18 13 0 "ByFB" 1 30 50 0.5 -1 1
"51365" 325 18 14 0 "ByFB" 1 30 50 0.5 -1 1
"51730" 325 18 15 0 "ByFB" 1 30 50 0.5 -1 1
"51731" 325 18 16 0 "ByFB" 1 30 50 0.5 -1 1
"51732" 325 18 17 0 "ByFB" 1 30 50 0.5 -1 1
"51369" 325 18 18 0 "ByFB" 1 30 50 0.5 -1 1
"51370" 325 18 19 0 "ByFB" 1 30 50 0.5 -1 1
"51735" 325 18 20 0 "ByFB" 1 30 50 0.5 -1 1
"51736" 325 18 21 0 "ByFB" 1 30 50 0.5 -1 1
"51737" 325 18 22 0 "ByFB" 1 30 50 0.5 -1 1
"51738" 325 18 23 0 "ByFB" 1 30 50 0.5 -1 1
"51739" 325 18 24 0 "ByFB" 1 30 50 0.5 -1 1
"51740" 325 18 25 0 "ByFB" 1 30 50 0.5 -1 1
"53190" 325 24 1 1 "ByFB" 1 -2 -1 0.5 -3 1
"53237" 325 24 2 1 "ByFB" 1 -2 -1 0.5 -3 1
"53251" 325 24 3 1 "ByFB" 1 -2 -1 0.5 -3 1
"53565" 325 24 4 1 "ByFB" 1 -2 -1 0.5 -3 1
"53566" 325 24 5 1 "ByFB" 1 -2 -1 0.5 -3 1
"53931" 325 24 6 1 "ByFB" 1 -2 -1 0.5 -3 1
"53932" 325 24 7 1 "ByFB" 1 -2 -1 0.5 -3 1
"54298" 325 24 8 1 "ByFB" 1 -2 -1 0.5 -3 1
"54299" 325 24 9 1 "ByFB" 1 -2 -1 0.5 -3 1
"54300" 325 24 10 1 "ByFB" 1 -2 -1 0.5 -3 1
"54665" 325 24 11 1 "ByFB" 1 -2 -1 0.5 -3 1
"54666" 325 24 12 1 "ByFB" 1 -2 -1 0.5 -3 1
"54303" 325 24 13 1 "ByFB" 1 -2 -1 0.5 -3 1
"55033" 325 24 14 1 "ByFB" 1 -2 -1 0.5 -3 1
"55034" 325 24 15 1 "ByFB" 1 -2 -1 0.5 -3 1
"55035" 325 24 16 1 "ByFB" 1 -2 -1 0.5 -3 1
"55036" 325 24 17 1 "ByFB" 1 -2 -1 0.5 -3 1
"55037" 325 24 18 1 "ByFB" 1 -2 -1 0.5 -3 1
"55403" 325 24 19 1 "ByFB" 1 -2 -1 0.5 -3 1
"55404" 325 24 20 1 "ByFB" 1 -2 -1 0.5 -3 1
"55769" 325 24 21 1 "ByFB" 1 -2 -1 0.5 -3 1
"55770" 325 24 22 1 "ByFB" 1 -2 -1 0.5 -3 1
"56015" 325 24 23 1 "ByFB" 1 -2 -1 0.5 -3 1
"56016" 325 24 24 1 "ByFB" 1 -2 -1 0.5 -3 1
"56017" 325 24 25 1 "ByFB" 1 -2 -1 0.5 -3 1
"57231" 325 25 1 0 "ByFB" 1 2 3 0.5 1 1
"57232" 325 25 2 0 "ByFB" 1 2 3 0.5 1 1
"57233" 325 25 3 0 "ByFB" 1 2 3 0.5 1 1
"57234" 325 25 4 0 "ByFB" 1 2 3 0.5 1 1
"57235" 325 25 5 0 "ByFB" 1 2 3 0.5 1 1
"57236" 325 25 6 0 "ByFB" 1 2 3 0.5 1 1
"57601" 325 25 7 0 "ByFB" 1 2 3 0.5 1 1
"57602" 325 25 8 0 "ByFB" 1 2 3 0.5 1 1
"57603" 325 25 9 0 "ByFB" 1 2 3 0.5 1 1
"57604" 325 25 10 0 "ByFB" 1 2 3 0.5 1 1
"57605" 325 25 11 0 "ByFB" 1 2 3 0.5 1 1
"57606" 325 25 12 0 "ByFB" 1 2 3 0.5 1 1
"57971" 325 25 13 0 "ByFB" 1 2 3 0.5 1 1
"57608" 325 25 14 0 "ByFB" 1 2 3 0.5 1 1
"57609" 325 25 15 0 "ByFB" 1 2 3 0.5 1 1
"57246" 325 25 16 0 "ByFB" 1 2 3 0.5 1 1
"57247" 325 25 17 0 "ByFB" 1 2 3 0.5 1 1
"57248" 325 25 18 0 "ByFB" 1 2 3 0.5 1 1
"57249" 325 25 19 0 "ByFB" 1 2 3 0.5 1 1
"57614" 325 25 20 0 "ByFB" 1 2 3 0.5 1 1
"57615" 325 25 21 0 "ByFB" 1 2 3 0.5 1 1
"58345" 325 25 22 0 "ByFB" 1 2 3 0.5 1 1
"58346" 325 25 23 0 "ByFB" 1 2 3 0.5 1 1
"58711" 325 25 24 0 "ByFB" 1 2 3 0.5 1 1
"58712" 325 25 25 0 "ByFB" 1 2 3 0.5 1 1
"59494" 325 26 1 0 "ByFB" 1 16 50 0.4 1 1
"59495" 325 26 2 0 "ByFB" 1 16 50 0.4 1 1
"59565" 325 26 3 0 "ByFB" 1 16 50 0.4 1 1
"59809" 325 26 4 0 "ByFB" 1 16 50 0.4 1 1
"59810" 325 26 5 0 "ByFB" 1 16 50 0.4 1 1
"59811" 325 26 6 0 "ByFB" 1 16 50 0.4 1 1
"60177" 325 26 7 1 "ByFB" 1 16 50 0.4 1 1
"60178" 325 26 8 1 "ByFB" 1 16 50 0.4 1 1
"60179" 325 26 9 1 "ByFB" 1 16 50 0.4 1 1
"60180" 325 26 10 1 "ByFB" 1 16 50 0.4 1 1
"60181" 325 26 11 1 "ByFB" 1 16 50 0.4 1 1
"60911" 325 26 12 1 "ByFB" 1 16 50 0.4 1 1
"61276" 325 26 13 1 "ByFB" 1 16 50 0.4 1 1
"61277" 325 26 14 1 "ByFB" 1 16 50 0.4 1 1
"61278" 325 26 15 1 "ByFB" 1 16 50 0.4 1 1
"61280" 325 26 16 1 "ByFB" 1 16 50 0.4 1 1
"61281" 325 26 17 1 "ByFB" 1 16 50 0.4 1 1
"61646" 325 26 18 1 "ByFB" 1 16 50 0.4 1 1
"61647" 325 26 19 1 "ByFB" 1 16 50 0.4 1 1
"61648" 325 26 20 1 "ByFB" 1 16 50 0.4 1 1
"61649" 325 26 21 1 "ByFB" 1 16 50 0.4 1 1
"61650" 325 26 22 1 "ByFB" 1 16 50 0.4 1 1
"61651" 325 26 23 1 "ByFB" 1 16 50 0.4 1 1
"62016" 325 26 24 1 "ByFB" 1 16 50 0.4 1 1
"62260" 325 26 25 1 "ByFB" 1 16 50 0.4 1 1
"62746" 325 29 1 1 "ByFB" 1 2 3 1 3 1
"62747" 325 29 2 1 "ByFB" 1 2 3 1 3 1
"62748" 325 29 3 1 "ByFB" 1 2 3 1 3 1
"62749" 325 29 4 1 "ByFB" 1 2 3 1 3 1
"63114" 325 29 5 1 "ByFB" 1 2 3 1 3 1
"63115" 325 29 6 1 "ByFB" 1 2 3 1 3 1
"63116" 325 29 7 1 "ByFB" 1 2 3 1 3 1
"63117" 325 29 8 1 "ByFB" 1 2 3 1 3 1
"63118" 325 29 9 1 "ByFB" 1 2 3 1 3 1
"63240" 325 29 10 1 "ByFB" 1 2 3 1 3 1
"63484" 325 29 11 1 "ByFB" 1 2 3 1 3 1
"63485" 325 29 12 1 "ByFB" 1 2 3 1 3 1
"63850" 325 29 13 1 "ByFB" 1 2 3 1 3 1
"63487" 325 29 14 1 "ByFB" 1 2 3 1 3 1
"63488" 325 29 15 1 "ByFB" 1 2 3 1 3 1
"63125" 325 29 16 1 "ByFB" 1 2 3 1 3 1
"63126" 325 29 17 1 "ByFB" 1 2 3 1 3 1
"63491" 325 29 18 1 "ByFB" 1 2 3 1 3 1
"63492" 325 29 19 1 "ByFB" 1 2 3 1 3 1
"63493" 325 29 20 1 "ByFB" 1 2 3 1 3 1
"63494" 325 29 21 1 "ByFB" 1 2 3 1 3 1
"63495" 325 29 22 1 "ByFB" 1 2 3 1 3 1
"63496" 325 29 23 1 "ByFB" 1 2 3 1 3 1
"63861" 325 29 24 1 "ByFB" 1 2 3 1 3 1
"63862" 325 29 25 1 "ByFB" 1 2 3 1 3 1
"1908" 326 1 1 1 "ByFB" 1 3 4 0.8 0 1
"1545" 326 1 2 1 "ByFB" 1 3 4 0.8 0 1
"1546" 326 1 3 1 "ByFB" 1 3 4 0.8 0 1
"1547" 326 1 4 1 "ByFB" 1 3 4 0.8 0 1
"1912" 326 1 5 1 "ByFB" 1 3 4 0.8 0 1
"1913" 326 1 6 0 "ByFB" 1 3 4 0.8 0 1
"1914" 326 1 7 0 "ByFB" 1 3 4 0.8 0 1
"1915" 326 1 8 1 "ByFB" 1 3 4 0.8 0 1
"1916" 326 1 9 1 "ByFB" 1 3 4 0.8 0 1
"1917" 326 1 10 1 "ByFB" 1 3 4 0.8 0 1
"2282" 326 1 11 0 "ByFB" 1 3 4 0.8 0 1
"2283" 326 1 12 0 "ByFB" 1 3 4 0.8 0 1
"2284" 326 1 13 1 "ByFB" 1 3 4 0.8 0 1
"1921" 326 1 14 1 "ByFB" 1 3 4 0.8 0 1
"1558" 326 1 15 1 "ByFB" 1 3 4 0.8 0 1
"1559" 326 1 16 1 "ByFB" 1 3 4 0.8 0 1
"1924" 326 1 17 1 "ByFB" 1 3 4 0.8 0 1
"1925" 326 1 18 1 "ByFB" 1 3 4 0.8 0 1
"1926" 326 1 19 1 "ByFB" 1 3 4 0.8 0 1
"2291" 326 1 20 1 "ByFB" 1 3 4 0.8 0 1
"2292" 326 1 21 1 "ByFB" 1 3 4 0.8 0 1
"2293" 326 1 22 1 "ByFB" 1 3 4 0.8 0 1
"2294" 326 1 23 1 "ByFB" 1 3 4 0.8 0 1
"2295" 326 1 24 1 "ByFB" 1 3 4 0.8 0 1
"2296" 326 1 25 1 "ByFB" 1 3 4 0.8 0 1
"3185" 326 2 1 0 "ByFB" 0.25 0 4 0.2 0 1
"3199" 326 2 2 0 "ByFB" 0.25 0 4 0.2 0 1
"3145" 326 2 3 0 "ByFB" 0.25 0 4 0.2 0 1
"3392" 326 2 4 0 "ByFB" 0.25 0 4 0.2 0 1
"3393" 326 2 5 0 "ByFB" 0.25 0 4 0.2 0 1
"3758" 326 2 6 0 "ByFB" 0.25 0 4 0.2 0 1
"3759" 326 2 7 0 "ByFB" 0.25 0 4 0.2 0 1
"3760" 326 2 8 0 "ByFB" 0.25 0 4 0.2 0 1
"4126" 326 2 9 0 "ByFB" 0.25 0 4 0.2 0 1
"4127" 326 2 10 0 "ByFB" 0.25 0 4 0.2 0 1
"4128" 326 2 11 0 "ByFB" 0.25 0 4 0.2 0 1
"4493" 326 2 12 0 "ByFB" 0.25 0 4 0.2 0 1
"4130" 326 2 13 1 "ByFB" 0.25 0 4 0.2 0 1
"4860" 326 2 14 0 "ByFB" 0.25 0 4 0.2 0 1
"4861" 326 2 15 0 "ByFB" 0.25 0 4 0.2 0 1
"4862" 326 2 16 1 "ByFB" 0.25 0 4 0.2 0 1
"5227" 326 2 17 0 "ByFB" 0.25 0 4 0.2 0 1
"5228" 326 2 18 0 "ByFB" 0.25 0 4 0.2 0 1
"5594" 326 2 19 0 "ByFB" 0.25 0 4 0.2 0 1
"5595" 326 2 20 1 "ByFB" 0.25 0 4 0.2 0 1
"5596" 326 2 21 0 "ByFB" 0.25 0 4 0.2 0 1
"5597" 326 2 22 1 "ByFB" 0.25 0 4 0.2 0 1
"5598" 326 2 23 0 "ByFB" 0.25 0 4 0.2 0 1
"6062" 326 2 24 0 "ByFB" 0.25 0 4 0.2 0 1
"6007" 326 2 25 0 "ByFB" 0.25 0 4 0.2 0 1
"7058" 326 3 1 1 "ByFB" 1 -1 0 0.5 -2 1
"7059" 326 3 2 1 "ByFB" 1 -1 0 0.5 -2 1
"7060" 326 3 3 1 "ByFB" 1 -1 0 0.5 -2 1
"7790" 326 3 4 1 "ByFB" 1 -1 0 0.5 -2 1
"7791" 326 3 5 1 "ByFB" 1 -1 0 0.5 -2 1
"7792" 326 3 6 0 "ByFB" 1 -1 0 0.5 -2 1
"7793" 326 3 7 1 "ByFB" 1 -1 0 0.5 -2 1
"7794" 326 3 8 1 "ByFB" 1 -1 0 0.5 -2 1
"7795" 326 3 9 1 "ByFB" 1 -1 0 0.5 -2 1
"8160" 326 3 10 1 "ByFB" 1 -1 0 0.5 -2 1
"8161" 326 3 11 1 "ByFB" 1 -1 0 0.5 -2 1
"8162" 326 3 12 1 "ByFB" 1 -1 0 0.5 -2 1
"8163" 326 3 13 1 "ByFB" 1 -1 0 0.5 -2 1
"8164" 326 3 14 1 "ByFB" 1 -1 0 0.5 -2 1
"8165" 326 3 15 1 "ByFB" 1 -1 0 0.5 -2 1
"7802" 326 3 16 0 "ByFB" 1 -1 0 0.5 -2 1
"7803" 326 3 17 0 "ByFB" 1 -1 0 0.5 -2 1
"7804" 326 3 18 0 "ByFB" 1 -1 0 0.5 -2 1
"8169" 326 3 19 1 "ByFB" 1 -1 0 0.5 -2 1
"8170" 326 3 20 1 "ByFB" 1 -1 0 0.5 -2 1
"8171" 326 3 21 1 "ByFB" 1 -1 0 0.5 -2 1
"8172" 326 3 22 1 "ByFB" 1 -1 0 0.5 -2 1
"8173" 326 3 23 1 "ByFB" 1 -1 0 0.5 -2 1
"8538" 326 3 24 1 "ByFB" 1 -1 0 0.5 -2 1
"8539" 326 3 25 1 "ByFB" 1 -1 0 0.5 -2 1
"9440" 326 4 1 1 "ByFB" 1 1 2 0.5 0 1
"9634" 326 4 2 1 "ByFB" 1 1 2 0.5 0 1
"9635" 326 4 3 1 "ByFB" 1 1 2 0.5 0 1
"9636" 326 4 4 1 "ByFB" 1 1 2 0.5 0 1
"10001" 326 4 5 1 "ByFB" 1 1 2 0.5 0 1
"10002" 326 4 6 1 "ByFB" 1 1 2 0.5 0 1
"10368" 326 4 7 1 "ByFB" 1 1 2 0.5 0 1
"10369" 326 4 8 1 "ByFB" 1 1 2 0.5 0 1
"10370" 326 4 9 1 "ByFB" 1 1 2 0.5 0 1
"10735" 326 4 10 1 "ByFB" 1 1 2 0.5 0 1
